#;Раздел;Раздел(рус);Тогровая марка;Капсула;Капсула(рус);Тип продукта;Дизайн;Заголовок;Глтег;Тег1;Тег2;Тег3;Ткань;Крашение;Полное описание;Отношение;Главная картинка;ТН;Артикул;Цвет;Размер;Плотность
125;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Poseidon;Полотенце;;;;;Махра;;;ParentRainbow;;Т106504;ПЛ-1201-04000 1сорт;'177;100X150;360
125;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Poseidon;Полотенце;;;;;Махра;;;ParentRainbow;;Т106506;ПЛ-2601-04000 1сорт;'2;50X90;360
125;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Poseidon;Полотенце;;;;;Махра;;;ParentRainbow;;Т106505;ПЛ-3501-04000 1сорт;'2;70X130;350
125;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Poseidon;Полотенце;;;;;Махра;;;ParentRainbow;;Т106504;ПЛ-1201-04000 1сорт;'2;100X150;360
125;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Poseidon;Полотенце;;;;;Махра;;;ParentRainbow;;Т106506;ПЛ-2601-04000 1сорт;'231;50X90;360
125;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Poseidon;Полотенце;;;;;Махра;;;ParentRainbow;;Т106505;ПЛ-3501-04000 1сорт;'231;70X130;350
125;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Poseidon;Полотенце;;;;;Махра;;;ParentRainbow;;Т106504;ПЛ-1201-04000 1сорт;'231;100X150;360
125;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Poseidon;Полотенце;;;;;Махра;;;ParentRainbow;;Т106506;ПЛ-2601-04000 1сорт;'352;50X90;360
125;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Poseidon;Полотенце;;;;;Махра;;;ParentRainbow;;Т106505;ПЛ-3501-04000 1сорт;'352;70X130;350
125;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Poseidon;Полотенце;;;;;Махра;;;ParentRainbow;;Т106504;ПЛ-1201-04000 1сорт;'352;100X150;360
125;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Poseidon;Полотенце;;;;;Махра;;;ParentRainbow;;Т106506;ПЛ-2601-04000 1сорт;'265;50X90;360
125;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Poseidon;Полотенце;;;;;Махра;;;ParentRainbow;;Т106505;ПЛ-3501-04000 1сорт;'265;70X130;350
125;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Poseidon;Полотенце;;;;;Махра;;;ParentRainbow;;Т106504;ПЛ-1201-04000 1сорт;'265;100X150;360
125;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Poseidon;Полотенце;;;;;Махра;;;ParentRainbow;;Т106506;ПЛ-2601-04000 1сорт;'276;50X90;360
125;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Poseidon;Полотенце;;;;;Махра;;;ParentRainbow;;Т106505;ПЛ-3501-04000 1сорт;'276;70X130;350
125;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Poseidon;Полотенце;;;;;Махра;;;ParentRainbow;;Т106504;ПЛ-1201-04000 1сорт;'276;100X150;360
125;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Poseidon;Полотенце;;;;;Махра;;;ParentRainbow;;Т106506;ПЛ-2601-04000 1сорт;'510;50X90;360
125;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Poseidon;Полотенце;;;;;Махра;;;ParentRainbow;;Т106505;ПЛ-3501-04000 1сорт;'510;70X130;350
125;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Poseidon;Полотенце;;;;;Махра;;;ParentRainbow;;Т106504;ПЛ-1201-04000 1сорт;'510;100X150;360
125;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Poseidon;Полотенце;;;;;Махра;;;ParentRainbow;;Т106506;ПЛ-2601-04000 1сорт;'335;50X90;360
125;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Poseidon;Полотенце;;;;;Махра;;;ParentRainbow;;Т106505;ПЛ-3501-04000 1сорт;'335;70X130;350
125;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Poseidon;Полотенце;;;;;Махра;;;ParentRainbow;;Т106504;ПЛ-1201-04000 1сорт;'335;100X150;360
125;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Poseidon;Полотенце;;;;;Махра;;;ParentRainbow;;Т106506;ПЛ-2601-04000 1сорт;'55;50X90;360
125;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Poseidon;Полотенце;;;;;Махра;;;ParentRainbow;;Т106505;ПЛ-3501-04000 1сорт;'55;70X130;350
125;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Poseidon;Полотенце;;;;;Махра;;;ParentRainbow;;Т106504;ПЛ-1201-04000 1сорт;'55;100X150;360
125;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Poseidon;Полотенце;;;;;Махра;;;ParentRainbow;;Т106506;ПЛ-2601-04000 1сорт;'229;50X90;360
125;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Poseidon;Полотенце;;;;;Махра;;;ParentRainbow;;Т106505;ПЛ-3501-04000 1сорт;'229;70X130;350
125;001_bathroom;Ванная;DM Lux;;;Полотенце махровое;Poseidon;Полотенце;;;;;Махра;;;ParentRainbow;;Т106504;ПЛ-1201-04000 1сорт;'229;100X150;360
126;001_bathroom;Ванная;DM;;;Полотенце махровое;Волна;Полотенце;;;;;Махра;;;ParentSome;;Т088077;ПД-2701-02057/305 1сорт;'1031;30X70;305
126;001_bathroom;Ванная;DM;;;Полотенце махровое;Волна;Полотенце;;;;;Махра;;;ParentSome;;Т087990;ПД-2601-02057/305 1сорт;'1031;50X90;305
126;001_bathroom;Ванная;DM;;;Полотенце махровое;Волна;Полотенце;;;;;Махра;;;ParentSome;;Т088076;ПД-3501-02057/295 1сорт;'1031;70X130;295
127;001_bathroom;Ванная;DM;;;Полотенце махровое;Волна;Полотенце;;;;;Махра;;;ParentSome;;Т088077;ПД-2701-02057/305 1сорт;'1057;30X70;305
127;001_bathroom;Ванная;DM;;;Полотенце махровое;Волна;Полотенце;;;;;Махра;;;ParentSome;;Т087990;ПД-2601-02057/305 1сорт;'1057;50X90;305
127;001_bathroom;Ванная;DM;;;Полотенце махровое;Волна;Полотенце;;;;;Махра;;;ParentSome;;Т088076;ПД-3501-02057/295 1сорт;'1057;70X130;295
128;001_bathroom;Ванная;DM;;;Полотенце махровое;Волна;Полотенце;;;;;Махра;;;ParentSome;;Т088077;ПД-2701-02057/305 1сорт;'1110;30X70;305
128;001_bathroom;Ванная;DM;;;Полотенце махровое;Волна;Полотенце;;;;;Махра;;;ParentSome;;Т087990;ПД-2601-02057/305 1сорт;'1110;50X90;305
128;001_bathroom;Ванная;DM;;;Полотенце махровое;Волна;Полотенце;;;;;Махра;;;ParentSome;;Т088076;ПД-3501-02057/295 1сорт;'1110;70X130;295
129;001_bathroom;Ванная;DM;;;Полотенце махровое;Волна;Полотенце;;;;;Махра;;;ParentSome;;Т088077;ПД-2701-02057/305 1сорт;'1116;30X70;305
129;001_bathroom;Ванная;DM;;;Полотенце махровое;Волна;Полотенце;;;;;Махра;;;ParentSome;;Т087990;ПД-2601-02057/305 1сорт;'1116;50X90;305
129;001_bathroom;Ванная;DM;;;Полотенце махровое;Волна;Полотенце;;;;;Махра;;;ParentSome;;Т088076;ПД-3501-02057/295 1сорт;'1116;70X130;295
130;001_bathroom;Ванная;DM;;;Полотенце махровое;Волна;Полотенце;;;;;Махра;;;ParentSome;;Т088077;ПД-2701-02057/305 1сорт;'1148;30X70;305
130;001_bathroom;Ванная;DM;;;Полотенце махровое;Волна;Полотенце;;;;;Махра;;;ParentSome;;Т087990;ПД-2601-02057/305 1сорт;'1148;50X90;305
130;001_bathroom;Ванная;DM;;;Полотенце махровое;Волна;Полотенце;;;;;Махра;;;ParentSome;;Т088076;ПД-3501-02057/295 1сорт;'1148;70X130;295
131;001_bathroom;Ванная;DM;;;Полотенце махровое;Волна;Полотенце;;;;;Махра;;;ParentSome;;Т088077;ПД-2701-02057/305 1сорт;'1149;30X70;305
131;001_bathroom;Ванная;DM;;;Полотенце махровое;Волна;Полотенце;;;;;Махра;;;ParentSome;;Т087990;ПД-2601-02057/305 1сорт;'1149;50X90;305
131;001_bathroom;Ванная;DM;;;Полотенце махровое;Волна;Полотенце;;;;;Махра;;;ParentSome;;Т088076;ПД-3501-02057/295 1сорт;'1149;70X130;295
132;002_002_bedroom;Спальня;Cleanelly;;;Покрывало махровое;Morning peonies;Покрывало;новинка;;;;Махра;;;ParentOne;;Т120198;НЦС-9102-4071 1сорт в упак;'10000;180X200;440
133;002_bedroom;Спальня;Cleanelly;;;Покрывало махровое;Flash viola;Покрывало;новинка;;;;Махра;;;ParentOne;;Т120378;НЦС-2202-4087 1сорт в упак;'10000;200X150;440
134;002_bedroom;Спальня;Cleanelly;;;Покрывало махровое;Onde elettriche;Покрывало;новинка;;;;Махра;;;ParentOne;;Т120384;НЦС-5502-4088 1сорт в упак;'10000;200X200;420
135;002_bedroom;Спальня;Cleanelly;;;Покрывало махровое;Piume di Boo;Покрывало;новинка;;;;Махра;;;ParentOne;;Т120199;НЦС-9102-4072 1сорт в упак;'10000;180X200;440
136;002_bedroom;Спальня;Cleanelly;;;Покрывало махровое;Rays;Покрывало;новинка;;;;Махра;;;ParentOne;;Т120381;НЦС-2202-4090 1сорт в упак;'10000;200X150;440
137;002_bedroom;Спальня;Cleanelly;;;Покрывало махровое;Misty forest;Покрывало;новинка;;;;Махра;;;ParentOne;;Т120387;НЦС-5502-4091 1сорт в упак;'10000;200X200;420
138;002_bedroom;Спальня;Cleanelly;;;Покрывало махровое;Fondo dell'oceano;Покрывало;новинка;;;;Махра;;;ParentOne;;Т120193;НЦ-9101-4069 1сорт в упак;'15-4312;180X200;400
139;002_bedroom;Спальня;Cleanelly;;;Покрывало махровое;Ciello notturno;Покрывало;новинка;;;;Махра;;;ParentOne;;Т120196;НЦС-2202-4068 1сорт в упак;'10000;200X150;440
140;002_bedroom;Спальня;Cleanelly;;;Покрывало махровое;Ornamento forgiato;Покрывало;новинка;;;;Махра;;;ParentOne;;Т120390;НЦС-5501-4089 1сорт в упак;'19-3936;200X200;440
141;002_bedroom;Спальня;Cleanelly;;;Покрывало махровое;Fogliame marrone;Покрывало;новинка;;;;Махра;;;ParentOne;;Т121391;НЦС-9101-4093 1сорт в упак;'16-0906;180X200;440
142;002_bedroom;Спальня;Cleanelly;;;Покрывало махровое;Reincarnation;Покрывало;новинка;;;;Махра;;;ParentOne;;Т121371;НЦС-2202-4092 1сорт в упак;'10000;200X150;440
143;002_bedroom;Спальня;Cleanelly;;;Покрывало махровое;Pelle di tigre;Покрывало;новинка;;;;Махра;;;ParentOne;;Т120197;НЦС-5501-4070 1сорт в упак;'12-4301;200X200;420
144;002_bedroom;Спальня;DM Lux;;;Простыня махровая;Plait;Простынь;;;;;Махра;;;ParentOne;;Т100884;НЛ-5501-01933 1сорт;'31;200X220;360
145;002_bedroom;Спальня;DM Lux;;;Простыня махровая;Plait;Простынь;;;;;Махра;;;ParentOne;;Т100884;НЛ-5501-01933 1сорт;'57;200X220;360
146;002_bedroom;Спальня;DM Lux;;;Простыня махровая;Plait;Простынь;;;;;Махра;;;ParentOne;;Т100884;НЛ-5501-01933 1сорт;'110;200X220;360
147;002_bedroom;Спальня;DM Lux;;;Простыня махровая;Plait;Простынь;;;;;Махра;;;ParentOne;;Т100884;НЛ-5501-01933 1сорт;'116;200X220;360
148;002_bedroom;Спальня;DM Lux;;;Простыня махровая;Plait;Простынь;;;;;Махра;;;ParentOne;;Т100884;НЛ-5501-01933 1сорт;'128;200X220;360
149;002_bedroom;Спальня;DM Lux;;;Простыня махровая;Plait;Простынь;;;;;Махра;;;ParentOne;;Т100884;НЛ-5501-01933 1сорт;'131;200X220;360
150;002_bedroom;Спальня;DM Lux;;;Простыня махровая;Plait;Простынь;;;;;Махра;;;ParentOne;;Т100884;НЛ-5501-01933 1сорт;'133;200X220;360
151;002_bedroom;Спальня;DM Lux;;;Простыня махровая;Plait;Простынь;;;;;Махра;;;ParentOne;;Т100884;НЛ-5501-01933 1сорт;'148;200X220;360
152;002_bedroom;Спальня;DM Lux;;;Простыня махровая;Plait;Простынь;;;;;Махра;;;ParentOne;;Т100884;НЛ-5501-01933 1сорт;'149;200X220;360
153;002_bedroom;Спальня;DM Lux;;;Простыня махровая;Plait;Простынь;;;;;Махра;;;ParentOne;;Т100884;НЛ-5501-01933 1сорт;'458;200X220;360
154;002_bedroom;Спальня;DM Lux;;;Простынь трикотажная;НЕТ;Простынь;;;;;Трикотаж;;;ParentRainbow;;М150005;ПР6.48 603 1сорт 160х200;'101;160X200;
154;002_bedroom;Спальня;DM Lux;;;Простынь трикотажная;НЕТ;Простынь;;;;;Трикотаж;;;ParentRainbow;;М150005;ПР6.48 603 1сорт 160х200;'107;160X200;
154;002_bedroom;Спальня;DM Lux;;;Простынь трикотажная;НЕТ;Простынь;;;;;Трикотаж;;;ParentRainbow;;М150005;ПР6.48 603 1сорт 160х200;'128;160X200;
154;002_bedroom;Спальня;DM Lux;;;Простынь трикотажная;НЕТ;Простынь;;;;;Трикотаж;;;ParentRainbow;;М150005;ПР6.48 603 1сорт 160х200;'131;160X200;
154;002_bedroom;Спальня;DM Lux;;;Простынь трикотажная;НЕТ;Простынь;;;;;Трикотаж;;;ParentRainbow;;М150005;ПР6.48 603 1сорт 160х200;'134;160X200;
154;002_bedroom;Спальня;DM Lux;;;Простынь трикотажная;НЕТ;Простынь;;;;;Трикотаж;;;ParentRainbow;;М150005;ПР6.48 603 1сорт 160х200;'161;160X200;
155;002_bedroom;Спальня;DM Lux;;;Простынь трикотажная;НЕТ;Простынь;;;;;Трикотаж;;;ParentRainbow;;М150002;ПР6.49 603 1сорт 180х200;'101;180X200;
155;002_bedroom;Спальня;DM Lux;;;Простынь трикотажная;НЕТ;Простынь;;;;;Трикотаж;;;ParentRainbow;;М150002;ПР6.49 603 1сорт 180х200;'107;180X200;
155;002_bedroom;Спальня;DM Lux;;;Простынь трикотажная;НЕТ;Простынь;;;;;Трикотаж;;;ParentRainbow;;М150002;ПР6.49 603 1сорт 180х200;'128;180X200;
155;002_bedroom;Спальня;DM Lux;;;Простынь трикотажная;НЕТ;Простынь;;;;;Трикотаж;;;ParentRainbow;;М150002;ПР6.49 603 1сорт 180х200;'131;180X200;
155;002_bedroom;Спальня;DM Lux;;;Простынь трикотажная;НЕТ;Простынь;;;;;Трикотаж;;;ParentRainbow;;М150002;ПР6.49 603 1сорт 180х200;'134;180X200;
155;002_bedroom;Спальня;DM Lux;;;Простынь трикотажная;НЕТ;Простынь;;;;;Трикотаж;;;ParentRainbow;;М150002;ПР6.49 603 1сорт 180х200;'161;180X200;
156;002_bedroom;Спальня;DM Lux;;;Комплект постельного белья трикотажный;НЕТ;Комплект постельного белья;;;;;Трикотаж;;;ParentRainbow;;М009476;КП6.51.603 1сорт 160х200, 50х70;'101;160X200, 50X70, 50X70;
156;002_bedroom;Спальня;DM Lux;;;Комплект постельного белья трикотажный;НЕТ;Комплект постельного белья;;;;;Трикотаж;;;ParentRainbow;;М009476;КП6.51.603 1сорт 160х200, 50х70;'107;160X200, 50X70, 50X70;
156;002_bedroom;Спальня;DM Lux;;;Комплект постельного белья трикотажный;НЕТ;Комплект постельного белья;;;;;Трикотаж;;;ParentRainbow;;М009476;КП6.51.603 1сорт 160х200, 50х70;'128;160X200, 50X70, 50X70;
156;002_bedroom;Спальня;DM Lux;;;Комплект постельного белья трикотажный;НЕТ;Комплект постельного белья;;;;;Трикотаж;;;ParentRainbow;;М009476;КП6.51.603 1сорт 160х200, 50х70;'131;160X200, 50X70, 50X70;
156;002_bedroom;Спальня;DM Lux;;;Комплект постельного белья трикотажный;НЕТ;Комплект постельного белья;;;;;Трикотаж;;;ParentRainbow;;М009476;КП6.51.603 1сорт 160х200, 50х70;'134;160X200, 50X70, 50X70;
156;002_bedroom;Спальня;DM Lux;;;Комплект постельного белья трикотажный;НЕТ;Комплект постельного белья;;;;;Трикотаж;;;ParentRainbow;;М009476;КП6.51.603 1сорт 160х200, 50х70;'161;160X200, 50X70, 50X70;
157;002_bedroom;Спальня;DM Lux;;;Комплект постельного белья трикотажный;НЕТ;Комплект постельного белья;;;;;Трикотаж;;;ParentRainbow;;М100407;КП6.50.603 1сорт 160х200,70х70;'101;160X200, 70X70, 70X70;
